row_id,module,full_relative_path,sha256_v58,screen_or_component_name,route,category,scope_class,is_interactive,raw_color_candidate_count,raw_typography_candidate_count,raw_spacing_candidate_count,raw_shape_candidate_count,confirmed_color_violations,confirmed_typography_violations,confirmed_spacing_violations,confirmed_shape_elevation_violations,confirmed_contract_violations,material_bypass_candidates,confirmed_material_bypasses,suspected_duplicate_count,confirmed_duplicate_count,semantics_gap_count,touch_target_gap_count,color_only_state_gap_count,contract_ids_used,exception_ids,target_session,accessibility_target_session,baseline_status,notes,v61_sha256,v61_status,v61_open_confirmed,v61_new_candidates,v61_notes,v62_sha256,v62_status,v62_open_confirmed,v62_candidates,v62_notes,v63_sha256,v63_status,v63_open_confirmed,v63_new_candidates,v63_notes,v64_sha256,v64_status,v64_open_confirmed,v64_candidate_state,v64_wave,v64_notes,v65_sha256,v65_a11y_classification,v65_semantics_status,v65_touch_status,v65_color_only_status,v65_contrast_status,v65_font_scale_status,v65_direction_status,v65_runtime_required,v65_wave,v65_findings,v65_notes
43,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/register/RegisterScreens.kt,1bf84a0baa974d0a8bf0c447ebf11e37fdded6ea0df9bbbc621e7d8de2b32e9a,RegisterScreens,NONE,AUTH,APP_FEATURE,true,0,0,28,0,0,0,0,0,0,2,2,0,0,0,0,0,DS-CMP-001|DS-CMP-006|DS-CMP-009|DS-CMP-030,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=2; confirmed exact mappings=2; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,1bf84a0baa974d0a8bf0c447ebf11e37fdded6ea0df9bbbc621e7d8de2b32e9a,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,1bf84a0baa974d0a8bf0c447ebf11e37fdded6ea0df9bbbc621e7d8de2b32e9a,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,1bf84a0baa974d0a8bf0c447ebf11e37fdded6ea0df9bbbc621e7d8de2b32e9a,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,5d6c6b6106a65a743c372d91e0366f603c160ecf38ca50e5201996be326fc1e5,MIGRATED_V64,0,NONE,Wave B,Official component adoption complete; behavior ownership preserved.,5d6c6b6106a65a743c372d91e0366f603c160ecf38ca50e5201996be326fc1e5,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC_RTL_SOURCE,true,Wave B,,VERIFY_ONLY; no unjustified production mutation.
44,feature,feature/balance/src/main/kotlin/com/autodrive/app/feature/balance/presentation/BalanceComponents.kt,8766c151eb4fdc653c6de8732ac526fa84eb15bd4a06a1a6caad044eb370ea9d,BalanceComponents,NONE,BALANCE,APP_FEATURE,true,0,1,40,12,0,0,0,0,0,2,1,0,0,0,0,0,DS-PAT-005,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=2; confirmed exact mappings=1; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,8766c151eb4fdc653c6de8732ac526fa84eb15bd4a06a1a6caad044eb370ea9d,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,8766c151eb4fdc653c6de8732ac526fa84eb15bd4a06a1a6caad044eb370ea9d,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,8766c151eb4fdc653c6de8732ac526fa84eb15bd4a06a1a6caad044eb370ea9d,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,fbe8fb342726a7ebc71a7418dfe39a5678293b018cb090c6b07617664149627e,MIGRATED_V64,0,RESOLVED_V64,Wave A,Official component adoption complete; behavior ownership preserved.,fbe8fb342726a7ebc71a7418dfe39a5678293b018cb090c6b07617664149627e,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC_RTL_SOURCE,true,Wave C,,VERIFY_ONLY; no unjustified production mutation.
45,feature,feature/balance/src/main/kotlin/com/autodrive/app/feature/balance/presentation/BalanceScreen.kt,b84c23a020cbc7aeec5ae0517f07b7ae86fa4f22ed1735ec02fa4b3f0971d6b2,BalanceScreen,balance,BALANCE,APP_FEATURE,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-002|DS-CMP-003|DS-CMP-019|DS-CMP-020|DS-CMP-023|DS-CMP-026|DS-CMP-028|DS-PAT-001|DS-PAT-002|DS-PAT-006|DS-PAT-013|DS-PAT-014,NONE,v64,v65,CLEAN_AT_BASELINE,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,b84c23a020cbc7aeec5ae0517f07b7ae86fa4f22ed1735ec02fa4b3f0971d6b2,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,b84c23a020cbc7aeec5ae0517f07b7ae86fa4f22ed1735ec02fa4b3f0971d6b2,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,b84c23a020cbc7aeec5ae0517f07b7ae86fa4f22ed1735ec02fa4b3f0971d6b2,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,b84c23a020cbc7aeec5ae0517f07b7ae86fa4f22ed1735ec02fa4b3f0971d6b2,VERIFIED_CLEAN_CARRY_FORWARD,0,NONE,Wave A,No production edit; v63 hash preserved.,b84c23a020cbc7aeec5ae0517f07b7ae86fa4f22ed1735ec02fa4b3f0971d6b2,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,PASS_STATIC_RTL_SOURCE,true,Wave C,,VERIFY_ONLY; no unjustified production mutation.
46,feature,feature/balance/src/main/kotlin/com/autodrive/app/feature/balance/presentation/WithdrawalSheet.kt,6f960bddcbc1cda4d6c824f52d592c9088763f806abf6fc3a1eec1e28e2e99e8,WithdrawalSheet,NONE,BALANCE,APP_FEATURE,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-001|DS-CMP-002|DS-CMP-006|DS-CMP-008|DS-CMP-021,NONE,v64,v65,CLEAN_AT_BASELINE,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,6f960bddcbc1cda4d6c824f52d592c9088763f806abf6fc3a1eec1e28e2e99e8,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,6f960bddcbc1cda4d6c824f52d592c9088763f806abf6fc3a1eec1e28e2e99e8,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,6f960bddcbc1cda4d6c824f52d592c9088763f806abf6fc3a1eec1e28e2e99e8,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,6f960bddcbc1cda4d6c824f52d592c9088763f806abf6fc3a1eec1e28e2e99e8,VERIFIED_CLEAN_CARRY_FORWARD,0,NONE,Wave A,No production edit; v63 hash preserved.,6f960bddcbc1cda4d6c824f52d592c9088763f806abf6fc3a1eec1e28e2e99e8,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,PASS_STATIC_RTL_SOURCE,true,Wave C,,VERIFY_ONLY; no unjustified production mutation.
47,feature,feature/chat/src/main/kotlin/com/autodrive/app/feature/chat/presentation/ChatComposer.kt,a48ac2845376f69abc8a573dec2b297c5e7ebb69f377f75a7047e3cfac0eb07f,ChatComposer,NONE,CONVERSATIONS,APP_FEATURE,true,0,2,21,3,0,0,0,0,0,11,11,0,0,2,0,0,NONE,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=11; confirmed exact mappings=11; confirmed interactive semantics gap(s); touch-target final hitbox not asserted statically; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,a48ac2845376f69abc8a573dec2b297c5e7ebb69f377f75a7047e3cfac0eb07f,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,a48ac2845376f69abc8a573dec2b297c5e7ebb69f377f75a7047e3cfac0eb07f,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,a48ac2845376f69abc8a573dec2b297c5e7ebb69f377f75a7047e3cfac0eb07f,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,edea02de0f0752e929cb290bfc20edf1cb35e5f333c6c126ab0eef0eb46cfcac,MIGRATED_V64,0,NONE,Wave C,Official component adoption complete; behavior ownership preserved.,edea02de0f0752e929cb290bfc20edf1cb35e5f333c6c126ab0eef0eb46cfcac,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,RUNTIME_BLOCKED,true,Wave C,,VERIFY_ONLY; no unjustified production mutation.
48,feature,feature/chat/src/main/kotlin/com/autodrive/app/feature/chat/presentation/ChatImageViewer.kt,397880dbb9fc3d8b2306ea60d1cc7a140b772ab0a1b5afbaea2aba4ddc7df6fc,ChatImageViewer,NONE,CONVERSATIONS,APP_FEATURE,true,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,NONE,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=2; confirmed exact mappings=2; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,397880dbb9fc3d8b2306ea60d1cc7a140b772ab0a1b5afbaea2aba4ddc7df6fc,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,397880dbb9fc3d8b2306ea60d1cc7a140b772ab0a1b5afbaea2aba4ddc7df6fc,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,397880dbb9fc3d8b2306ea60d1cc7a140b772ab0a1b5afbaea2aba4ddc7df6fc,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,674f426342ebb1e8acbdfd86be8ec7be9f514ce80807ddb992bcc7701b4a247b,MIGRATED_V64,0,NONE,Wave C,Official component adoption complete; behavior ownership preserved.,eba44e917bc5598cd5477733ada453d1dd7776f16331f53077b91495bf7bcf50,REPAIRED_A11Y_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,RUNTIME_BLOCKED,true,Wave C,V65-001-BB2A2B87451C,Static finding(s) repaired under frozen mutation allowlist.
49,feature,feature/chat/src/main/kotlin/com/autodrive/app/feature/chat/presentation/ChatMessageComponents.kt,6375b79497252cc9ee2c0fc8657358cdd07770826377980cb6cef30e7ac838e8,ChatMessageComponents,NONE,CONVERSATIONS,APP_FEATURE,true,0,3,50,4,0,0,0,0,0,4,3,0,0,1,0,0,NONE,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=4; confirmed exact mappings=3; confirmed interactive semantics gap(s); touch-target final hitbox not asserted statically; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,6375b79497252cc9ee2c0fc8657358cdd07770826377980cb6cef30e7ac838e8,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,6375b79497252cc9ee2c0fc8657358cdd07770826377980cb6cef30e7ac838e8,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,6375b79497252cc9ee2c0fc8657358cdd07770826377980cb6cef30e7ac838e8,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,2d2ab3de4a0a9ef7809d640876753e4e2f77fa2b01cbedc3a63cd3d1398a658b,MIGRATED_V64,0,RESOLVED_V64,Wave C,Official component adoption complete; behavior ownership preserved.,afde3138f1eb5780bfd75ee9cd409e9218b08ceed27a10a39dce9b0d4e01a2cd,REPAIRED_A11Y_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,RUNTIME_BLOCKED,true,Wave C,V65-001-67D4E6D2ADF0|V65-002-FD99DACB76AE,Static finding(s) repaired under frozen mutation allowlist.
50,feature,feature/chat/src/main/kotlin/com/autodrive/app/feature/chat/presentation/ChatScreen.kt,d31bf1fc6c41fc4a5332bb9a4e014cc90b7d5652b7b3cdbbec116d0483b7bdf0,ChatScreen,chat/{conversationId}?title={title},CONVERSATIONS,APP_FEATURE,true,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,NONE,NONE,v64,v65,CLEAN_AT_BASELINE,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=1; confirmed exact mappings=0; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,d31bf1fc6c41fc4a5332bb9a4e014cc90b7d5652b7b3cdbbec116d0483b7bdf0,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,d31bf1fc6c41fc4a5332bb9a4e014cc90b7d5652b7b3cdbbec116d0483b7bdf0,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,d31bf1fc6c41fc4a5332bb9a4e014cc90b7d5652b7b3cdbbec116d0483b7bdf0,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,f7601b536ddf504ff3714c6b5b19e935fd568156cab741ae63fba29ed9bc3dc8,MIGRATED_V64,0,RESOLVED_V64,Wave C,Official component adoption complete; behavior ownership preserved.,f7601b536ddf504ff3714c6b5b19e935fd568156cab741ae63fba29ed9bc3dc8,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,RUNTIME_BLOCKED,true,Wave C,,VERIFY_ONLY; no unjustified production mutation.
51,feature,feature/chat/src/main/kotlin/com/autodrive/app/feature/chat/presentation/NewChatDialog.kt,cf9367823569821345580c8e66ac01f850580105560ceeb401158331e92f9b3b,NewChatDialog,NONE,CONVERSATIONS,APP_FEATURE,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-001|DS-CMP-002|DS-CMP-006|DS-CMP-020|DS-PAT-010,NONE,v64,v65,CLEAN_AT_BASELINE,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,cf9367823569821345580c8e66ac01f850580105560ceeb401158331e92f9b3b,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,cf9367823569821345580c8e66ac01f850580105560ceeb401158331e92f9b3b,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,cf9367823569821345580c8e66ac01f850580105560ceeb401158331e92f9b3b,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,cf9367823569821345580c8e66ac01f850580105560ceeb401158331e92f9b3b,VERIFIED_CLEAN_CARRY_FORWARD,0,NONE,Wave C,No production edit; v63 hash preserved.,cf9367823569821345580c8e66ac01f850580105560ceeb401158331e92f9b3b,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,RUNTIME_BLOCKED,true,Wave C,,VERIFY_ONLY; no unjustified production mutation.
52,feature,feature/commission/src/main/kotlin/com/autodrive/app/feature/commission/presentation/CommissionEntryComponents.kt,7dd23b0bf3a3692f472f75d741c6a4c8f3fa67c8e9701ec7c911e0b5a862b2d6,CommissionEntryComponents,NONE,COMMISSION,APP_FEATURE,true,0,0,12,2,0,0,0,0,0,6,6,0,0,0,0,0,DS-CMP-001,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=6; confirmed exact mappings=6; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,7dd23b0bf3a3692f472f75d741c6a4c8f3fa67c8e9701ec7c911e0b5a862b2d6,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,7dd23b0bf3a3692f472f75d741c6a4c8f3fa67c8e9701ec7c911e0b5a862b2d6,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,7dd23b0bf3a3692f472f75d741c6a4c8f3fa67c8e9701ec7c911e0b5a862b2d6,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,e379ff14b8b6cc5a7aa8b4eaccb5f6fc08ccc86d640ffa061c20793171dabbf0,MIGRATED_V64,0,NONE,Wave A,Official component adoption complete; behavior ownership preserved.,b2efc87242960f557e0c7d86f75f2690351aeb78e30908c2b2f4948a49246135,REPAIRED_A11Y_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC_RTL_SOURCE,true,Wave C,V65-001-8AFF406A81C7,Static finding(s) repaired under frozen mutation allowlist.
53,feature,feature/commission/src/main/kotlin/com/autodrive/app/feature/commission/presentation/CommissionReportScreen.kt,667226b3d182a8f043073e523262bc32e55f001ed3d54fa2e9f28e580d5bc539,CommissionReportScreen,commission_report,COMMISSION,APP_FEATURE,true,0,0,8,2,0,0,0,0,0,2,1,0,0,0,0,0,NONE,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=2; confirmed exact mappings=1; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,667226b3d182a8f043073e523262bc32e55f001ed3d54fa2e9f28e580d5bc539,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,667226b3d182a8f043073e523262bc32e55f001ed3d54fa2e9f28e580d5bc539,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,667226b3d182a8f043073e523262bc32e55f001ed3d54fa2e9f28e580d5bc539,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,af1fbe1c263f84b77e1ca54e0e0047b467fa59c12b3e4cdc5102d2cec217a45e,MIGRATED_V64,0,RESOLVED_V64,Wave A,Official component adoption complete; behavior ownership preserved.,af1fbe1c263f84b77e1ca54e0e0047b467fa59c12b3e4cdc5102d2cec217a45e,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,PASS_STATIC_RTL_SOURCE,false,Wave C,,VERIFY_ONLY; no unjustified production mutation.
54,feature,feature/commission/src/main/kotlin/com/autodrive/app/feature/commission/presentation/CommissionStatusBadge.kt,d01cae03a44545c945b2a6519ada4e73af66eaf21dc2b1e12a4b1270e11ecb22,CommissionStatusBadge,NONE,COMMISSION,APP_FEATURE,false,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NONE,NONE,v64,NOT_APPLICABLE,CLEAN_AT_BASELINE,lexical candidates retained separately from confirmed repeated/shared findings,d01cae03a44545c945b2a6519ada4e73af66eaf21dc2b1e12a4b1270e11ecb22,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,d01cae03a44545c945b2a6519ada4e73af66eaf21dc2b1e12a4b1270e11ecb22,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,d01cae03a44545c945b2a6519ada4e73af66eaf21dc2b1e12a4b1270e11ecb22,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,494546a101095f27a010e16c2dfb35f85cc2e22881a9169f70fc50743397091b,MIGRATED_V64,0,NONE,Wave A,Official component adoption complete; behavior ownership preserved.,494546a101095f27a010e16c2dfb35f85cc2e22881a9169f70fc50743397091b,RECLASSIFIED_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,PASS_STATIC_RTL_SOURCE,false,Wave C,,status surface: text label is accessible source of truth; tone supplemental VERIFY_ONLY; no unjustified production mutation. Visible WITHDRAWABLE/PENDING/PAID mapping remains source of truth; no mutation required.
55,feature,feature/notifications/src/main/kotlin/com/autodrive/app/feature/notifications/presentation/NotificationsScreen.kt,d30172be7085bad9db3511ab78afba95a4210d571c32f49038d17c76082a880d,NotificationsScreen,notifications,NOTIFICATIONS,APP_FEATURE,true,0,0,12,2,0,0,0,0,0,3,1,0,0,0,0,0,NONE,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=3; confirmed exact mappings=1; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,d30172be7085bad9db3511ab78afba95a4210d571c32f49038d17c76082a880d,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,d30172be7085bad9db3511ab78afba95a4210d571c32f49038d17c76082a880d,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,d30172be7085bad9db3511ab78afba95a4210d571c32f49038d17c76082a880d,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,e72d8f39fc5e1a630b75f5e3fa1fd29249ced61348cebe48aab591fdde8fc757,MIGRATED_V64,0,RESOLVED_V64,Wave A,Official component adoption complete; behavior ownership preserved.,7e33c028676e7db03e0852a877d74b35273cabeac00ffea6332ab72ef073161b,REPAIRED_A11Y_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC_RTL_SOURCE,true,Wave C,V65-001-57A83D9C9575,Static finding(s) repaired under frozen mutation allowlist.
56,feature,feature/profile/src/main/kotlin/com/autodrive/app/feature/profile/presentation/ProfileScreen.kt,ca0b1e33ad406452d5f4511df85e244125bf19113f953fa50261cbf1a27fb198,ProfileScreen,profile,SETTINGS,APP_FEATURE,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-001|DS-CMP-003|DS-CMP-005|DS-CMP-006|DS-CMP-008|DS-CMP-009|DS-CMP-014|DS-CMP-019|DS-CMP-020|DS-CMP-021|DS-CMP-024|DS-PAT-001|DS-PAT-007|DS-PAT-008|DS-PAT-014,NONE,v63,v65,CLEAN_AT_BASELINE,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,ca0b1e33ad406452d5f4511df85e244125bf19113f953fa50261cbf1a27fb198,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,ca0b1e33ad406452d5f4511df85e244125bf19113f953fa50261cbf1a27fb198,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,ca0b1e33ad406452d5f4511df85e244125bf19113f953fa50261cbf1a27fb198,VERIFIED_CLEAN_CARRY_FORWARD,0,0,ProfileScreen byte-identical; SETTINGS_V1 behavior/navigation/ViewModel flow unchanged.,ca0b1e33ad406452d5f4511df85e244125bf19113f953fa50261cbf1a27fb198,UNCHANGED_FROM_V63,0,NONE,,Carry-forward outside v64 component-adoption target.,ca0b1e33ad406452d5f4511df85e244125bf19113f953fa50261cbf1a27fb198,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,PASS_STATIC_RTL_SOURCE,true,Wave B,,VERIFY_ONLY; no unjustified production mutation.
